date,close
2006-06-14,85.59
2006-06-15,87.41
2006-06-16,86.77
2006-06-19,86.09
2006-06-20,86.38
2006-06-21,87.02
2006-06-22,86.64
2006-06-23,86.63
2006-06-26,87.01
2006-06-27,86.26
2006-06-28,86.84
2006-06-29,88.6
2006-06-30,88.6
2006-07-03,88.96
2006-07-05,88.46
2006-07-06,88.71
2006-07-07,88.14
2006-07-10,88.3
2006-07-11,88.69
2006-07-12,87.75
2006-07-13,86.32
2006-07-14,85.99
2006-07-17,85.86
2006-07-18,86.3
2006-07-19,87.5
2006-07-20,86.9
2006-07-21,86.28
2006-07-24,87.86
2006-07-25,88.17
2006-07-26,88.29
2006-07-27,88.21
2006-07-28,89.09
2006-07-31,89.0
2006-08-01,88.56
2006-08-02,89.16
2006-08-03,89.4
2006-08-04,89.24
2006-08-07,89.03
2006-08-08,88.69
2006-08-09,88.39
2006-08-10,88.67
2006-08-11,88.42
2006-08-14,88.48
2006-08-15,89.54
2006-08-16,90.29
2006-08-17,90.52
2006-08-18,90.98
2006-08-21,90.59
2006-08-22,90.58
2006-08-23,90.33
2006-08-24,90.25
2006-08-25,90.36
2006-08-28,90.8
2006-08-29,90.9
2006-08-30,90.96
2006-08-31,90.94
2006-09-01,91.48
2006-09-05,91.66
2006-09-06,90.85
2006-09-07,90.43
2006-09-08,90.69
2006-09-11,90.78
2006-09-12,91.67
2006-09-13,92.04
2006-09-14,92.05
2006-09-15,92.26
2006-09-18,92.39
2006-09-19,92.16
2006-09-20,92.65
2006-09-21,92.2
2006-09-22,91.92
2006-09-25,92.63
2006-09-26,93.4
2006-09-27,93.51
2006-09-28,93.47
2006-09-29,93.4
2006-10-02,93.05
2006-10-03,93.24
2006-10-04,94.33
2006-10-05,94.52
2006-10-06,94.4
2006-10-09,94.45
2006-10-10,94.58
2006-10-11,94.47
2006-10-12,95.29
2006-10-13,95.53
2006-10-16,95.68
2006-10-17,95.38
2006-10-18,95.5
2006-10-19,95.66
2006-10-20,95.68
2006-10-23,96.12
2006-10-24,96.4
2006-10-25,96.73
2006-10-26,97.03
2006-10-27,96.42
2006-10-30,96.36
2006-10-31,96.34
2006-11-01,95.69
2006-11-02,95.63
2006-11-03,95.47
2006-11-06,96.54
2006-11-07,96.91
2006-11-08,97.12
2006-11-09,96.61
2006-11-10,96.66
2006-11-13,96.89
2006-11-14,97.62
2006-11-15,97.9
2006-11-16,98.15
2006-11-17,98.18
2006-11-20,98.24
2006-11-21,98.33
2006-11-22,98.53
2006-11-24,98.13
2006-11-27,96.78
2006-11-28,97.2
2006-11-29,98.21
2006-11-30,98.26
2006-12-01,98.04
2006-12-04,98.79
2006-12-05,99.21
2006-12-06,99.13
2006-12-07,98.7
2006-12-08,98.88
2006-12-11,99.17
2006-12-12,99.09
2006-12-13,99.19
2006-12-14,100.07
2006-12-15,100.08
2006-12-18,99.8
2006-12-19,99.99
2006-12-20,99.94
2006-12-21,99.57
2006-12-22,98.96
2006-12-26,99.54
2006-12-27,100.2
2006-12-28,99.99
2006-12-29,99.57
2007-01-03,99.39
2007-01-04,99.61
2007-01-05,98.81
2007-01-08,99.27
2007-01-09,99.18
2007-01-10,99.51
2007-01-11,99.95
2007-01-12,100.71
2007-01-16,100.51
2007-01-17,100.55
2007-01-18,100.22
2007-01-19,100.41
2007-01-22,100.11
2007-01-23,100.4
2007-01-24,101.21
2007-01-25,100.02
2007-01-26,99.93
2007-01-29,99.87
2007-01-30,100.39
2007-01-31,101.07
2007-02-01,101.67
2007-02-02,101.81
2007-02-05,101.84
2007-02-06,101.87
2007-02-07,102.09
2007-02-08,101.96
2007-02-09,101.2
2007-02-12,100.86
2007-02-13,101.71
2007-02-14,102.38
2007-02-15,102.51
2007-02-16,102.46
2007-02-20,102.68
2007-02-21,102.64
2007-02-22,102.56
2007-02-23,102.16
2007-02-26,102.07
2007-02-27,98.08
2007-02-28,99.09
2007-03-01,98.79
2007-03-02,97.5
2007-03-05,96.57
2007-03-06,98.22
2007-03-07,98.12
2007-03-08,98.95
2007-03-09,98.98
2007-03-12,99.13
2007-03-13,97.2
2007-03-14,97.93
2007-03-15,98.06
2007-03-16,97.78
2007-03-19,98.96
2007-03-20,99.51
2007-03-21,101.14
2007-03-22,101.07
2007-03-23,101.21
2007-03-26,101.08
2007-03-27,100.84
2007-03-28,100.11
2007-03-29,100.21
2007-03-30,100.23
2007-04-02,100.35
2007-04-03,101.43
2007-04-04,101.54
2007-04-05,101.82
2007-04-09,101.96
2007-04-10,102.08
2007-04-11,101.66
2007-04-12,102.11
2007-04-13,102.58
2007-04-16,103.55
2007-04-17,103.83
2007-04-18,103.95
2007-04-19,103.93
2007-04-20,104.91
2007-04-23,104.51
2007-04-24,104.55
2007-04-25,105.51
2007-04-26,105.63
2007-04-27,105.55
2007-04-30,104.67
2007-05-01,104.94
2007-05-02,105.56
2007-05-03,106.13
2007-05-04,106.53
2007-05-07,106.55
2007-05-08,106.41
2007-05-09,106.7
2007-05-10,105.58
2007-05-11,106.49
2007-05-14,106.25
2007-05-15,106.28
2007-05-16,107.01
2007-05-17,106.8
2007-05-18,107.73
2007-05-21,107.67
2007-05-22,107.59
2007-05-23,107.6
2007-05-24,106.63
2007-05-25,107.07
2007-05-29,107.46
2007-05-30,108.34
2007-05-31,108.22
2007-06-01,108.76
2007-06-04,108.77
2007-06-05,108.34
2007-06-06,107.18
2007-06-07,105.25
2007-06-08,106.61
2007-06-11,106.8
2007-06-12,105.63
2007-06-13,107.21
2007-06-14,107.9
2007-06-15,108.51
2007-06-18,108.39
2007-06-19,108.66
2007-06-20,107.15
2007-06-21,107.74
2007-06-22,106.73
2007-06-25,106.22
2007-06-26,105.12
2007-06-27,106.62
2007-06-28,106.61
2007-06-29,106.64
2007-07-02,107.61
2007-07-03,108.0
2007-07-05,107.88
2007-07-06,108.45
2007-07-09,108.53
2007-07-10,106.99
2007-07-11,107.75
2007-07-12,109.45
2007-07-13,109.78
2007-07-16,109.76
2007-07-17,109.7
2007-07-18,109.51
2007-07-19,109.93
2007-07-20,108.82
2007-07-23,109.15
2007-07-24,107.26
2007-07-25,107.48
2007-07-26,104.93
2007-07-27,102.87
2007-07-30,104.48
2007-07-31,103.3
2007-08-01,103.81
2007-08-02,104.64
2007-08-03,101.94
2007-08-06,103.65
2007-08-07,104.76
2007-08-08,106.22
2007-08-09,103.07
2007-08-10,102.59
2007-08-13,102.96
2007-08-14,101.38
2007-08-15,99.99
2007-08-16,100.74
2007-08-17,102.59
2007-08-20,102.54
2007-08-21,102.74
2007-08-22,103.96
2007-08-23,103.87
2007-08-24,105.15
2007-08-27,104.17
2007-08-28,101.89
2007-08-29,103.88
2007-08-30,103.61
2007-08-31,104.63
2007-09-04,105.68
2007-09-05,104.77
2007-09-06,105.01
2007-09-07,103.55
2007-09-10,103.35
2007-09-11,104.56
2007-09-12,104.83
2007-09-13,105.56
2007-09-14,105.56
2007-09-17,104.99
2007-09-18,108.08
2007-09-19,108.72
2007-09-20,107.95
2007-09-21,108.24
2007-09-24,108.05
2007-09-25,107.83
2007-09-26,108.4
2007-09-27,109.04
2007-09-28,108.68
2007-10-01,109.9
2007-10-02,109.75
2007-10-03,109.53
2007-10-04,109.7
2007-10-05,111.01
2007-10-08,110.42
2007-10-09,111.46
2007-10-10,111.27
2007-10-11,110.74
2007-10-12,111.35
2007-10-15,110.41
2007-10-16,109.53
2007-10-17,109.87
2007-10-18,109.47
2007-10-19,106.61
2007-10-22,107.23
2007-10-23,108.1
2007-10-24,107.9
2007-10-25,108.15
2007-10-26,109.42
2007-10-29,109.78
2007-10-30,109.02
2007-10-31,110.15
2007-11-01,107.58
2007-11-02,107.7
2007-11-05,106.88
2007-11-06,108.32
2007-11-07,105.35
2007-11-08,104.82
2007-11-09,103.38
2007-11-12,102.35
2007-11-13,105.47
2007-11-14,105.18
2007-11-15,103.66
2007-11-16,103.84
2007-11-19,102.4
2007-11-20,103.02
2007-11-21,100.92
2007-11-23,102.66
2007-11-26,100.4
2007-11-27,101.55
2007-11-28,104.8
2007-11-29,104.83
2007-11-30,105.89
2007-12-03,105.19
2007-12-04,104.25
2007-12-05,105.99
2007-12-06,107.51
2007-12-07,107.49
2007-12-10,108.32
2007-12-11,105.35
2007-12-12,106.39
2007-12-13,106.17
2007-12-14,104.83
2007-12-17,103.33
2007-12-18,103.91
2007-12-19,103.91
2007-12-20,104.56
2007-12-21,106.07
2007-12-24,106.86
2007-12-26,107.09
2007-12-27,105.74
2007-12-28,105.48
2007-12-31,104.69
2008-01-02,103.78
2008-01-03,103.73
2008-01-04,101.19
2008-01-07,101.1
2008-01-08,99.47
2008-01-09,100.51
2008-01-10,101.17
2008-01-11,100.36
2008-01-14,101.16
2008-01-15,98.94
2008-01-16,98.09
2008-01-17,95.54
2008-01-18,94.56
2008-01-22,93.6
2008-01-23,95.85
2008-01-24,96.66
2008-01-25,95.26
2008-01-28,96.84
2008-01-29,97.32
2008-01-30,96.6
2008-01-31,98.36
2008-02-01,99.95
2008-02-04,98.69
2008-02-05,96.04
2008-02-06,95.27
2008-02-07,95.9
2008-02-08,95.29
2008-02-11,95.77
2008-02-12,96.66
2008-02-13,97.65
2008-02-14,96.79
2008-02-15,96.77
2008-02-19,97.04
2008-02-20,97.33
2008-02-21,96.52
2008-02-22,97.11
2008-02-25,98.34
2008-02-26,99.07
2008-02-27,98.97
2008-02-28,98.01
2008-02-29,95.82
2008-03-03,95.59
2008-03-04,95.23
2008-03-05,95.83
2008-03-06,93.85
2008-03-07,92.88
2008-03-10,91.66
2008-03-11,94.95
2008-03-12,94.06
2008-03-13,94.27
2008-03-14,92.81
2008-03-17,91.87
2008-03-18,95.69
2008-03-19,93.32
2008-03-20,95.05
2008-03-24,96.94
2008-03-25,97.04
2008-03-26,95.85
2008-03-27,95.55
2008-03-28,94.63
2008-03-31,94.97
2008-04-01,98.3
2008-04-02,98.37
2008-04-03,98.61
2008-04-04,98.51
2008-04-07,98.56
2008-04-08,98.46
2008-04-09,97.74
2008-04-10,97.88
2008-04-11,95.98
2008-04-14,95.66
2008-04-15,95.88
2008-04-16,98.48
2008-04-17,98.62
2008-04-18,99.65
2008-04-21,99.7
2008-04-22,99.26
2008-04-23,99.1
2008-04-24,99.54
2008-04-25,100.46
2008-04-28,100.48
2008-04-29,100.08
2008-04-30,99.49
2008-05-01,101.55
2008-05-02,101.83
2008-05-05,101.34
2008-05-06,102.22
2008-05-07,100.4
2008-05-08,100.14
2008-05-09,99.95
2008-05-12,101.08
2008-05-13,101.09
2008-05-14,101.3
2008-05-15,102.56
2008-05-16,102.66
2008-05-19,102.94
2008-05-20,102.1
2008-05-21,100.38
2008-05-22,100.39
2008-05-23,99.05
2008-05-27,99.78
2008-05-28,100.24
2008-05-29,100.74
2008-05-30,101.0
2008-06-02,99.95
2008-06-03,99.37
2008-06-04,99.32
2008-06-05,101.31
2008-06-06,98.07
2008-06-09,98.31
2008-06-10,97.82
2008-06-11,96.38
2008-06-12,96.75
2008-06-13,97.97
2008-06-16,98.03
2008-06-17,97.56
2008-06-18,96.61
2008-06-19,96.73
2008-06-20,95.16
2008-06-23,95.06
2008-06-24,94.88
2008-06-25,95.33
2008-06-26,92.74
2008-06-27,92.23
2008-06-30,92.56
2008-07-01,92.84
2008-07-02,91.25
2008-07-03,91.35
2008-07-07,90.41
2008-07-08,92.02
2008-07-09,90.25
2008-07-10,90.62
2008-07-11,89.56
2008-07-14,88.75
2008-07-15,87.5
2008-07-16,89.65
2008-07-17,90.54
2008-07-18,91.11
2008-07-21,91.16
2008-07-22,92.19
2008-07-23,92.69
2008-07-24,90.77
2008-07-25,90.75
2008-07-28,89.42
2008-07-29,91.33
2008-07-30,92.95
2008-07-31,91.72
2008-08-01,91.24
2008-08-04,90.39
2008-08-05,92.83
2008-08-06,93.24
2008-08-07,91.85
2008-08-08,93.56
2008-08-11,94.53
2008-08-12,93.55
2008-08-13,92.98
2008-08-14,93.68
2008-08-15,94.14
2008-08-18,92.85
2008-08-19,91.84
2008-08-20,92.27
2008-08-21,92.43
2008-08-22,93.76
2008-08-25,91.86
2008-08-26,92.13
2008-08-27,93.03
2008-08-28,94.15
2008-08-29,93.14
2008-09-02,92.56
2008-09-03,92.48
2008-09-04,89.7
2008-09-05,89.98
2008-09-08,91.84
2008-09-09,89.11
2008-09-10,89.47
2008-09-11,90.77
2008-09-12,91.19
2008-09-15,86.85
2008-09-16,88.3
2008-09-17,84.33
2008-09-18,86.83
2008-09-19,90.28
2008-09-22,88.24
2008-09-23,86.23
2008-09-24,86.51
2008-09-25,87.86
2008-09-26,87.9
2008-09-29,81.02
2008-09-30,84.37
2008-10-01,84.42
2008-10-02,81.36
2008-10-03,80.26
2008-10-06,76.17
2008-10-07,72.76
2008-10-08,70.93
2008-10-09,65.97
2008-10-10,64.37
2008-10-13,73.72
2008-10-14,72.63
2008-10-15,65.48
2008-10-16,68.21
2008-10-17,67.8
2008-10-20,71.87
2008-10-21,69.73
2008-10-22,65.93
2008-10-23,66.69
2008-10-24,63.31
2008-10-27,61.06
2008-10-28,68.2
2008-10-29,67.71
2008-10-30,70.05
2008-10-31,70.43
2008-11-03,70.64
2008-11-04,73.04
2008-11-05,69.97
2008-11-06,66.09
2008-11-07,68.27
2008-11-10,67.38
2008-11-11,65.3
2008-11-12,62.42
2008-11-13,66.32
2008-11-14,63.01
2008-11-17,62.17
2008-11-18,63.34
2008-11-19,59.28
2008-11-20,54.88
2008-11-21,57.84
2008-11-24,61.85
2008-11-25,62.31
2008-11-26,64.72
2008-11-28,65.53
2008-12-01,59.73
2008-12-02,62.02
2008-12-03,63.52
2008-12-04,62.05
2008-12-05,63.96
2008-12-08,66.19
2008-12-09,65.1
2008-12-10,65.54
2008-12-11,63.97
2008-12-12,64.73
2008-12-15,63.83
2008-12-16,66.83
2008-12-17,66.19
2008-12-18,64.95
2008-12-19,64.67
2008-12-22,63.84
2008-12-23,63.18
2008-12-24,63.55
2008-12-26,63.91
2008-12-29,63.73
2008-12-30,65.24
2008-12-31,66.17
2009-01-02,68.17
2009-01-05,68.09
2009-01-06,68.54
2009-01-07,66.49
2009-01-08,66.76
2009-01-09,65.33
2009-01-12,63.76
2009-01-13,63.88
2009-01-14,61.87
2009-01-15,61.89
2009-01-16,62.37
2009-01-20,59.08
2009-01-21,61.63
2009-01-22,60.68
2009-01-23,60.94
2009-01-26,61.36
2009-01-27,61.99
2009-01-28,64.08
2009-01-29,62.0
2009-01-30,60.74
2009-02-02,60.56
2009-02-03,61.41
2009-02-04,61.11
2009-02-05,62.01
2009-02-06,63.78
2009-02-09,63.87
2009-02-10,60.94
2009-02-11,61.3
2009-02-12,61.35
2009-02-13,60.69
2009-02-17,58.09
2009-02-18,57.95
2009-02-19,57.33
2009-02-20,56.77
2009-02-23,54.74
2009-02-24,56.82
2009-02-25,56.37
2009-02-26,55.45
2009-02-27,54.21
2009-03-02,51.77
2009-03-03,51.38
2009-03-04,52.6
2009-03-05,50.45
2009-03-06,50.54
2009-03-09,49.94
2009-03-10,52.92
2009-03-11,53.27
2009-03-12,55.36
2009-03-13,55.8
2009-03-16,55.63
2009-03-17,57.33
2009-03-18,58.61
2009-03-19,57.89
2009-03-20,56.65
2009-03-23,60.72
2009-03-24,59.53
2009-03-25,60.15
2009-03-26,61.38
2009-03-27,60.27
2009-03-30,58.19
2009-03-31,58.73
2009-04-01,59.87
2009-04-02,61.62
2009-04-03,62.23
2009-04-06,61.74
2009-04-07,60.3
2009-04-08,60.95
2009-04-09,63.37
2009-04-13,63.39
2009-04-14,62.3
2009-04-15,62.96
2009-04-16,63.88
2009-04-17,64.31
2009-04-20,61.62
2009-04-21,62.82
2009-04-22,62.44
2009-04-23,63.05
2009-04-24,64.0
2009-04-27,63.4
2009-04-28,63.2
2009-04-29,64.54
2009-04-30,64.56
2009-05-01,64.91
2009-05-04,67.12
2009-05-05,66.89
2009-05-06,68.05
2009-05-07,67.1
2009-05-08,68.67
2009-05-11,67.38
2009-05-12,67.19
2009-05-13,65.49
2009-05-14,66.06
2009-05-15,65.52
2009-05-18,67.38
2009-05-19,67.3
2009-05-20,66.85
2009-05-21,65.89
2009-05-22,65.74
2009-05-26,67.43
2009-05-27,66.23
2009-05-28,67.15
2009-05-29,68.34
2009-06-01,69.99
2009-06-02,70.05
2009-06-03,69.16
2009-06-04,69.81
2009-06-05,69.83
2009-06-08,69.54
2009-06-09,69.9
2009-06-10,69.72
2009-06-11,70.03
2009-06-12,70.22
2009-06-15,68.61
2009-06-16,67.68
2009-06-17,67.61
2009-06-18,68.11
2009-06-19,68.36
2009-06-22,66.31
2009-06-23,66.36
2009-06-24,66.93
2009-06-25,68.39
2009-06-26,68.21
2009-06-29,68.85
2009-06-30,68.29
2009-07-01,68.57
2009-07-02,66.7
2009-07-06,66.7
2009-07-07,65.4
2009-07-08,65.36
2009-07-09,65.49
2009-07-10,65.33
2009-07-13,66.92
2009-07-14,67.3
2009-07-15,69.27
2009-07-16,69.15
2009-07-17,69.91
2009-07-20,70.65
2009-07-21,70.98
2009-07-22,70.97
2009-07-23,72.53
2009-07-24,72.83
2009-07-27,73.05
2009-07-28,72.7
2009-07-29,72.53
2009-07-30,73.28
2009-07-31,73.39
2009-08-03,74.6
2009-08-04,74.79
2009-08-05,74.58
2009-08-06,74.19
2009-08-07,75.16
2009-08-10,75.01
2009-08-11,74.07
2009-08-12,74.87
2009-08-13,75.44
2009-08-14,74.86
2009-08-17,73.02
2009-08-18,73.6
2009-08-19,74.24
2009-08-20,75.01
2009-08-21,76.48
2009-08-24,76.47
2009-08-25,76.62
2009-08-26,76.63
2009-08-27,76.8
2009-08-28,76.78
2009-08-31,76.1
2009-09-01,74.42
2009-09-02,74.14
2009-09-03,74.75
2009-09-04,75.8
2009-09-08,76.45
2009-09-09,77.04
2009-09-10,77.83
2009-09-11,77.81
2009-09-14,78.19
2009-09-15,78.52
2009-09-16,79.71
2009-09-17,79.59
2009-09-18,79.64
2009-09-21,79.44
2009-09-22,79.9
2009-09-23,79.24
2009-09-24,78.36
2009-09-25,77.95
2009-09-28,79.34
2009-09-29,79.1
2009-09-30,78.8
2009-10-01,76.84
2009-10-02,76.48
2009-10-05,77.63
2009-10-06,78.74
2009-10-07,78.95
2009-10-08,79.56
2009-10-09,80.04
2009-10-12,80.36
2009-10-13,80.19
2009-10-14,81.57
2009-10-15,81.87
2009-10-16,81.26
2009-10-19,81.93
2009-10-20,81.5
2009-10-21,80.77
2009-10-22,81.59
2009-10-23,80.65
2009-10-26,79.78
2009-10-27,79.42
2009-10-28,77.92
2009-10-29,79.59
2009-10-30,77.28
2009-11-02,77.85
2009-11-03,78.1
2009-11-04,78.3
2009-11-05,79.74
2009-11-06,79.95
2009-11-09,81.77
2009-11-10,81.78
2009-11-11,82.2
2009-11-12,81.36
2009-11-13,81.8
2009-11-16,82.99
2009-11-17,83.09
2009-11-18,83.04
2009-11-19,81.95
2009-11-20,81.66
2009-11-23,82.7
2009-11-24,82.83
2009-11-25,83.12
2009-11-27,81.77
2009-11-30,82.04
2009-12-01,83.06
2009-12-02,83.02
2009-12-03,82.37
2009-12-04,82.84
2009-12-07,82.71
2009-12-08,81.8
2009-12-09,82.1
2009-12-10,82.57
2009-12-11,82.92
2009-12-14,83.48
2009-12-15,83.1
2009-12-16,83.22
2009-12-17,82.22
2009-12-18,82.69
2009-12-21,83.53
2009-12-22,83.83
2009-12-23,83.99
2009-12-24,84.39
2009-12-28,84.57
2009-12-29,84.45
2009-12-30,84.42
2009-12-31,83.61
2010-01-04,85.03
2010-01-05,85.25
2010-01-06,85.31
2010-01-07,85.67
2010-01-08,85.96
2010-01-11,86.08
2010-01-12,85.28
2010-01-13,86.0
2010-01-14,86.23
2010-01-15,85.26
2010-01-19,86.33
2010-01-20,85.45
2010-01-21,83.8
2010-01-22,81.94
2010-01-25,82.36
2010-01-26,82.01
2010-01-27,82.4
2010-01-28,81.46
2010-01-29,80.57
2010-02-01,81.82
2010-02-02,82.81
2010-02-03,82.4
2010-02-04,79.86
2010-02-05,80.02
2010-02-08,79.45
2010-02-09,80.44
2010-02-10,80.29
2010-02-11,81.13
2010-02-12,81.06
2010-02-16,82.33
2010-02-17,82.72
2010-02-18,83.21
2010-02-19,83.38
2010-02-22,83.4
2010-02-23,82.39
2010-02-24,83.14
2010-02-25,83.03
2010-02-26,83.08
2010-03-01,83.95
2010-03-02,84.18
2010-03-03,84.26
2010-03-04,84.51
2010-03-05,85.72
2010-03-08,85.73
2010-03-09,85.88
2010-03-10,86.26
2010-03-11,86.62
2010-03-12,86.63
2010-03-15,86.65
2010-03-16,87.34
2010-03-17,87.86
2010-03-18,87.81
2010-03-19,87.37
2010-03-22,87.83
2010-03-23,88.45
2010-03-24,88.02
2010-03-25,87.88
2010-03-26,87.83
2010-03-29,88.38
2010-03-30,88.44
2010-03-31,88.14
2010-04-01,88.75
2010-04-05,89.47
2010-04-06,89.68
2010-04-07,89.17
2010-04-08,89.48
2010-04-09,90.06
2010-04-12,90.21
2010-04-13,90.27
2010-04-14,91.3
2010-04-15,91.37
2010-04-16,89.92
2010-04-19,90.26
2010-04-20,91.07
2010-04-21,90.9
2010-04-22,91.17
2010-04-23,91.77
2010-04-26,91.42
2010-04-27,89.26
2010-04-28,89.94
2010-04-29,91.05
2010-04-30,89.51
2010-05-03,90.67
2010-05-04,88.53
2010-05-05,88.01
2010-05-06,85.08
2010-05-07,83.82
2010-05-10,87.51
2010-05-11,87.26
2010-05-12,88.48
2010-05-13,87.38
2010-05-14,85.8
2010-05-17,85.85
2010-05-18,84.68
2010-05-19,84.2
2010-05-20,81.02
2010-05-21,82.2
2010-05-24,81.14
2010-05-25,81.23
2010-05-26,80.74
2010-05-27,83.44
2010-05-28,82.39
2010-06-01,81.01
2010-06-02,83.12
2010-06-03,83.4
2010-06-04,80.47
2010-06-07,79.47
2010-06-08,80.32
2010-06-09,79.89
2010-06-10,82.23
2010-06-11,82.63
2010-06-14,82.5
2010-06-15,84.38
2010-06-16,84.35
2010-06-17,84.48
2010-06-18,84.57
2010-06-21,84.33
2010-06-22,82.94
2010-06-23,82.68
2010-06-24,81.31
2010-06-25,81.65
2010-06-28,81.39
2010-06-29,78.88
2010-06-30,78.13
2010-07-01,77.78
2010-07-02,77.36
2010-07-06,77.87
2010-07-07,80.32
2010-07-08,81.11
2010-07-09,81.72
2010-07-12,81.77
2010-07-13,83.01
2010-07-14,83.0
2010-07-15,83.02
2010-07-16,80.74
2010-07-19,81.21
2010-07-20,82.11
2010-07-21,81.05
2010-07-22,82.85
2010-07-23,83.57
2010-07-26,84.44
2010-07-27,84.44
2010-07-28,83.89
2010-07-29,83.48
2010-07-30,83.47
2010-08-02,85.35
2010-08-03,84.94
2010-08-04,85.51
2010-08-05,85.42
2010-08-06,85.07
2010-08-09,85.53
2010-08-10,85.07
2010-08-11,82.73
2010-08-12,82.23
2010-08-13,81.98
2010-08-16,81.95
2010-08-17,82.95
2010-08-18,83.1
2010-08-19,81.66
2010-08-20,81.39
2010-08-23,81.08
2010-08-24,79.88
2010-08-25,80.19
2010-08-26,79.65
2010-08-27,80.89
2010-08-30,79.71
2010-08-31,79.71
2010-09-01,82.1
2010-09-02,82.86
2010-09-03,83.94
2010-09-07,82.99
2010-09-08,83.57
2010-09-09,83.96
2010-09-10,84.38
2010-09-13,85.32
2010-09-14,85.27
2010-09-15,85.6
2010-09-16,85.57
2010-09-17,85.6
2010-09-20,86.91
2010-09-21,86.74
2010-09-22,86.31
2010-09-23,85.61
2010-09-24,87.38
2010-09-27,86.96
2010-09-28,87.26
2010-09-29,87.11
2010-09-30,86.85
2010-10-01,87.22
2010-10-04,86.56
2010-10-05,88.31
2010-10-06,88.3
2010-10-07,88.19
2010-10-08,88.69
2010-10-11,88.77
2010-10-12,89.04
2010-10-13,89.74
2010-10-14,89.39
2010-10-15,89.57
2010-10-18,90.01
2010-10-19,88.83
2010-10-20,89.7
2010-10-21,89.9
2010-10-22,90.06
2010-10-25,90.33
2010-10-26,90.35
2010-10-27,90.09
2010-10-28,90.1
2010-10-29,90.17
2010-11-01,90.2
2010-11-02,90.92
2010-11-03,91.28
2010-11-04,93.04
2010-11-05,93.39
2010-11-08,93.21
2010-11-09,92.54
2010-11-10,92.92
2010-11-11,92.57
2010-11-12,91.47
2010-11-15,91.34
2010-11-16,89.92
2010-11-17,89.96
2010-11-18,91.29
2010-11-19,91.54
2010-11-22,91.46
2010-11-23,90.14
2010-11-24,91.47
2010-11-26,90.41
2010-11-29,90.68
2010-11-30,90.17
2010-12-01,92.09
2010-12-02,93.27
2010-12-03,93.52
2010-12-06,93.42
2010-12-07,93.47
2010-12-08,93.82
2010-12-09,94.18
2010-12-10,94.73
2010-12-13,94.79
2010-12-14,94.87
2010-12-15,94.44
2010-12-16,94.99
2010-12-17,95.09
2010-12-20,95.32
2010-12-21,95.92
2010-12-22,96.22
2010-12-23,96.08
2010-12-27,96.12
2010-12-28,96.26
2010-12-29,96.33
2010-12-30,96.18
2010-12-31,96.2
2011-01-03,97.19
2011-01-04,97.14
2011-01-05,97.64
2011-01-06,97.45
2011-01-07,97.26
2011-01-10,97.14
2011-01-11,97.48
2011-01-12,98.36
2011-01-13,98.2
